case_id,husband_age,wife_age,marriage_duration_years,num_children,husband_monthly_income,wife_monthly_income,husband_assets,wife_assets,monthly_household_expenses,husband_education,wife_education,husband_employment,wife_employment,standard_of_living,wife_health_condition,husband_health_condition,wife_career_sacrifice,custody_with,marriage_type,divorce_type,monthly_alimony_amount,alimony_duration_months
4510,47,44,6,0,477792,95402,8529740,668,241027,Postgraduate,Postgraduate,Self-Employed,Self-Employed,High,Good,Good,No,N/A,Arranged,Contested,117551,58
4511,34,34,3,1,45180,33860,1283232,342106,24803,Graduate,Postgraduate,Employed,Employed,Middle,Poor,Poor,No,Wife,Love,Mutual Consent,10980,95
4512,43,48,14,2,298018,154183,9173500,655692,158287,Professional Degree,12th Pass,Business,Employed,High,Moderate,Good,No,Husband,Love,Contested,35479,178
4513,29,27,2,4,137899,0,1033209,47559,49356,12th Pass,Professional Degree,Self-Employed,Homemaker,Upper-Middle,Good,Good,Yes,Husband,Love,Mutual Consent,58568,75
4514,47,46,11,4,180013,98487,3004766,266109,95858,Postgraduate,Graduate,Employed,Employed,Upper-Middle,Good,Poor,No,Shared,Arranged,Contested,31824,117
4515,54,52,22,2,20292,9338,63945,3568,7083,Graduate,12th Pass,Employed,Self-Employed,Low,Good,Good,No,Wife,Arranged,Contested,21876,212
4516,49,47,3,2,79101,0,340246,81011,35419,Postgraduate,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Love,Mutual Consent,42056,95
4517,52,56,31,2,53214,18142,631679,120241,26372,Graduate,12th Pass,Business,Self-Employed,Middle,Good,Good,No,Shared,Arranged,Contested,29244,283
4518,58,57,33,1,23942,0,243055,12199,8729,12th Pass,10th Pass,Business,Homemaker,Low,Moderate,Good,Yes,Husband,Arranged,Mutual Consent,25609,360
4519,49,52,30,1,47673,0,2518170,440853,14833,Postgraduate,10th Pass,Employed,Homemaker,Middle,Good,Moderate,Yes,Shared,Arranged,Contested,35098,307
4520,34,38,8,2,244237,0,20068787,1252840,126628,Below 10th,10th Pass,Employed,Homemaker,High,Good,Poor,Yes,Wife,Arranged,Mutual Consent,85106,136
4521,38,37,1,3,61877,0,1649918,97785,17386,Graduate,10th Pass,Employed,Homemaker,Middle,Good,Moderate,Yes,Wife,Love,Contested,32049,104
4522,54,52,15,4,26503,0,322181,57552,9527,12th Pass,Postgraduate,Self-Employed,Homemaker,Low,Poor,Good,Yes,Husband,Arranged,Contested,32067,249
4523,49,53,5,1,76356,0,2530359,504569,31471,12th Pass,12th Pass,Business,Unemployed,Middle,Poor,Poor,No,Husband,Arranged,Mutual Consent,26851,112
4524,38,37,6,3,18509,9862,233561,24257,9095,Graduate,Below 10th,Self-Employed,Self-Employed,Low,Good,Moderate,No,Wife,Court Marriage,Mutual Consent,14506,82
4525,59,60,27,3,39657,0,1256165,287689,20250,Graduate,12th Pass,Self-Employed,Homemaker,Middle,Good,Moderate,Yes,Shared,Arranged,Contested,32523,299
4526,58,55,12,2,34520,0,336601,84542,13928,Graduate,Professional Degree,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,32661,169
4527,34,36,3,1,76109,30812,1511246,415446,32119,Graduate,Graduate,Employed,Self-Employed,Middle,Good,Good,Yes,Wife,Love,Mutual Consent,21914,65
4528,59,60,30,2,169472,75465,3841895,721576,85777,12th Pass,Graduate,Employed,Self-Employed,Upper-Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,38463,283
4529,35,34,16,2,28936,5187,437153,28855,11288,Postgraduate,10th Pass,Employed,Self-Employed,Low,Moderate,Good,No,Husband,Arranged,Mutual Consent,16010,178
4530,35,38,2,2,181810,0,3102585,696652,75947,Graduate,Graduate,Employed,Homemaker,Upper-Middle,Good,Moderate,Yes,Shared,Arranged,Contested,66984,106
4531,45,47,7,2,232983,103187,30042700,971994,59534,Graduate,Graduate,Employed,Employed,High,Good,Good,No,Wife,Arranged,Contested,41324,105
4532,45,49,2,3,26460,0,448420,24378,14164,Graduate,Postgraduate,Unemployed,Homemaker,Low,Good,Moderate,Yes,Wife,Love,Contested,25094,117
4533,46,45,21,0,172518,73418,9312680,2326646,72463,Graduate,Graduate,Business,Employed,Upper-Middle,Moderate,Good,No,N/A,Arranged,Mutual Consent,26898,195
4534,31,30,7,1,57838,44644,1943582,531081,27083,Postgraduate,Graduate,Business,Employed,Middle,Good,Good,Yes,Wife,Arranged,Contested,13402,106
4535,41,41,11,2,31210,39067,1161257,23242,10123,Graduate,Graduate,Self-Employed,Self-Employed,Middle,Moderate,Good,No,Wife,Arranged,Mutual Consent,13065,132
4536,26,25,3,1,28651,0,230794,21610,12806,Postgraduate,Professional Degree,Business,Homemaker,Low,Good,Poor,Yes,Wife,Love,Contested,20268,119
4537,36,41,14,4,38058,28307,930656,175664,14766,Postgraduate,12th Pass,Unemployed,Employed,Middle,Good,Moderate,No,Wife,Court Marriage,Contested,13528,142
4538,42,42,3,1,264646,83378,22634371,6373710,75090,Postgraduate,Postgraduate,Employed,Employed,High,Poor,Good,Yes,Shared,Love,Contested,62751,136
4539,35,37,14,2,17307,0,135884,23265,8637,Postgraduate,12th Pass,Employed,Unemployed,Low,Poor,Good,No,Shared,Arranged,Contested,16046,189
4540,40,44,11,3,19179,0,53074,13072,9624,12th Pass,Graduate,Self-Employed,Homemaker,Low,Moderate,Good,Yes,Wife,Arranged,Contested,30187,200
4541,42,46,4,0,15617,0,476837,132001,4202,Postgraduate,Graduate,Self-Employed,Homemaker,Low,Moderate,Moderate,Yes,N/A,Arranged,Contested,13486,128
4542,59,60,17,3,32843,0,1203111,187339,12059,Postgraduate,Graduate,Business,Unemployed,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,30525,179
4543,50,51,16,2,422686,0,22199016,4931175,141360,10th Pass,12th Pass,Employed,Unemployed,High,Poor,Good,No,Wife,Arranged,Contested,147557,203
4544,40,42,3,0,49834,0,2770173,550499,20178,Graduate,12th Pass,Employed,Homemaker,Middle,Good,Poor,Yes,N/A,Arranged,Mutual Consent,20638,66
4545,30,33,9,3,27059,0,344520,69389,10732,Graduate,Graduate,Self-Employed,Homemaker,Low,Good,Moderate,Yes,Wife,Arranged,Contested,32220,175
4546,36,39,10,0,36644,30998,807561,125268,16377,10th Pass,Graduate,Employed,Employed,Middle,Moderate,Poor,No,N/A,Arranged,Mutual Consent,4047,92
4547,37,37,15,2,75314,46925,364237,68096,24420,Graduate,12th Pass,Employed,Employed,Middle,Good,Good,No,Wife,Arranged,Contested,20756,152
4548,28,30,8,0,29859,5795,427661,71125,9450,Professional Degree,Postgraduate,Employed,Employed,Low,Poor,Moderate,Yes,N/A,Court Marriage,Mutual Consent,15185,132
4549,26,29,2,0,60239,0,1503250,287606,28131,Postgraduate,Graduate,Employed,Homemaker,Middle,Moderate,Good,Yes,N/A,Arranged,Mutual Consent,24622,97
4550,50,51,3,3,26925,0,498343,75528,14616,10th Pass,Graduate,Employed,Homemaker,Low,Good,Moderate,Yes,Wife,Arranged,Contested,20651,112
4551,51,52,10,2,82670,114847,5455604,364156,44137,Graduate,Graduate,Business,Employed,Upper-Middle,Moderate,Good,No,Wife,Arranged,Mutual Consent,1000,113
4552,51,49,20,1,70428,0,1130089,235155,34340,Graduate,Below 10th,Self-Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Contested,37406,250
4553,39,42,9,2,149896,0,8390120,966621,40507,Graduate,Graduate,Self-Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Shared,Arranged,Contested,64518,192
4554,32,34,14,3,272056,0,31460579,1205646,87420,Postgraduate,Graduate,Employed,Homemaker,High,Good,Poor,Yes,Wife,Arranged,Contested,104869,199
4555,31,28,7,3,359371,0,11710144,2990738,164192,Postgraduate,Graduate,Employed,Homemaker,High,Good,Moderate,Yes,Wife,Love,Contested,118714,146
4556,36,36,14,2,15639,0,52700,2867,5297,Graduate,Graduate,Employed,Homemaker,Low,Good,Moderate,Yes,Shared,Arranged,Contested,23318,220
4557,37,36,11,3,469327,96985,49297475,7996676,172753,Postgraduate,Postgraduate,Unemployed,Self-Employed,High,Moderate,Good,No,Husband,Love,Mutual Consent,115377,130
4558,41,40,1,2,180510,0,2173548,470214,96772,Graduate,Below 10th,Employed,Homemaker,Upper-Middle,Poor,Moderate,Yes,Shared,Arranged,Contested,70387,156
4559,41,44,4,2,85179,0,2610783,507303,23500,Below 10th,10th Pass,Employed,Unemployed,Upper-Middle,Poor,Good,No,Wife,Arranged,Contested,44532,111
4560,60,60,26,4,24958,0,188264,9085,12687,Graduate,Below 10th,Self-Employed,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Contested,38773,308
4561,45,49,27,1,24844,0,211042,12291,6585,12th Pass,12th Pass,Employed,Unemployed,Low,Moderate,Good,No,Wife,Love,Mutual Consent,25156,259
4562,32,37,6,0,277132,201962,43522090,1943452,97379,Graduate,Professional Degree,Business,Employed,High,Moderate,Good,No,N/A,Arranged,Contested,11879,76
4563,29,28,6,1,24970,9393,289714,6305,10403,Graduate,12th Pass,Business,Employed,Low,Poor,Good,No,Wife,Love,Contested,16271,142
4564,50,51,26,0,13079,14412,444767,37797,4668,Graduate,Graduate,Business,Employed,Low,Poor,Poor,Yes,N/A,Arranged,Contested,13695,267
4565,40,40,22,1,70574,0,2823906,444035,37908,Graduate,Professional Degree,Self-Employed,Homemaker,Middle,Good,Good,Yes,Husband,Arranged,Contested,31471,257
4566,60,60,5,2,259418,0,41074538,2131163,104107,Postgraduate,Graduate,Employed,Homemaker,High,Moderate,Moderate,Yes,Shared,Love,Contested,97974,135
4567,52,52,2,2,71678,0,2628960,765705,33699,10th Pass,10th Pass,Employed,Homemaker,Middle,Poor,Moderate,Yes,Wife,Love,Mutual Consent,40993,137
4568,53,57,35,1,332157,0,41866651,8777307,152998,Professional Degree,Postgraduate,Employed,Homemaker,High,Poor,Good,Yes,Wife,Arranged,Contested,119389,360
4569,36,35,9,1,53548,17510,862586,150978,26802,Postgraduate,Graduate,Business,Employed,Middle,Moderate,Good,No,Wife,Arranged,Contested,23793,118
4570,61,60,18,1,27281,13325,405259,82845,13890,Postgraduate,Professional Degree,Self-Employed,Self-Employed,Low,Good,Good,No,Wife,Arranged,Contested,14476,189
4571,54,51,12,1,77515,0,1885733,246625,30222,Below 10th,Graduate,Unemployed,Homemaker,Middle,Poor,Good,Yes,Shared,Arranged,Mutual Consent,41648,220
4572,47,49,3,2,74632,0,615499,86768,37980,12th Pass,Professional Degree,Self-Employed,Unemployed,Middle,Good,Good,No,Shared,Love,Contested,30270,57
4573,40,41,18,0,52847,0,2431130,648138,23571,10th Pass,Postgraduate,Employed,Homemaker,Middle,Good,Good,Yes,N/A,Arranged,Contested,28856,212
4574,38,42,6,4,55316,0,2561755,554829,25214,Postgraduate,10th Pass,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,35883,119
4575,34,39,7,1,14953,5552,407637,71930,4515,Postgraduate,Graduate,Employed,Employed,Low,Moderate,Poor,No,Wife,Arranged,Mutual Consent,11587,112
4576,31,35,1,4,21237,17980,461067,131433,6870,10th Pass,Graduate,Employed,Business,Low,Poor,Moderate,No,Shared,Court Marriage,Contested,18461,88
4577,61,60,6,0,43878,20991,1116634,221978,20021,Graduate,10th Pass,Self-Employed,Employed,Middle,Moderate,Good,No,N/A,Arranged,Contested,10374,76
4578,53,52,18,2,67280,48733,374003,44733,22181,Graduate,Graduate,Employed,Employed,Middle,Good,Good,No,Shared,Arranged,Mutual Consent,10472,167
4579,27,27,6,2,22953,0,261971,3729,9112,Postgraduate,10th Pass,Business,Homemaker,Low,Poor,Good,Yes,Wife,Love,Contested,25797,181
4580,39,39,19,3,12588,0,398334,46685,4997,12th Pass,Graduate,Self-Employed,Homemaker,Low,Moderate,Poor,Yes,Husband,Arranged,Contested,27847,254
4581,60,60,39,2,34886,0,737010,204477,11170,12th Pass,12th Pass,Self-Employed,Homemaker,Middle,Moderate,Poor,Yes,Shared,Love,Mutual Consent,36444,360
4582,43,48,19,4,244279,0,48084954,644095,102584,Graduate,Postgraduate,Unemployed,Unemployed,High,Moderate,Moderate,No,Shared,Arranged,Mutual Consent,84612,195
4583,37,42,9,2,60647,0,2037022,112787,25418,Graduate,Graduate,Self-Employed,Homemaker,Middle,Good,Good,Yes,Shared,Love,Mutual Consent,33185,145
4584,45,42,3,3,24695,0,139553,33858,7129,10th Pass,Postgraduate,Business,Unemployed,Low,Poor,Good,No,Wife,Arranged,Contested,24326,104
4585,61,60,23,3,76686,0,2880010,315322,27939,Postgraduate,10th Pass,Employed,Homemaker,Middle,Good,Moderate,Yes,Shared,Love,Contested,53339,279
4586,51,48,12,2,77193,30237,2401622,133937,27770,12th Pass,Graduate,Business,Business,Middle,Poor,Good,No,Wife,Arranged,Contested,24930,175
4587,53,51,24,2,45094,0,1393323,340945,18877,Postgraduate,Postgraduate,Employed,Unemployed,Middle,Poor,Good,Yes,Shared,Arranged,Contested,37779,297
4588,44,47,18,1,12285,0,236354,39596,5832,Postgraduate,10th Pass,Employed,Homemaker,Low,Good,Good,Yes,Wife,Arranged,Contested,19395,236
4589,49,53,8,3,55674,0,2097309,345089,14223,Professional Degree,Postgraduate,Unemployed,Homemaker,Middle,Good,Good,Yes,Wife,Love,Mutual Consent,35865,144
4590,30,27,9,2,74765,0,1443881,127257,21664,12th Pass,12th Pass,Employed,Homemaker,Middle,Good,Moderate,Yes,Shared,Arranged,Mutual Consent,38508,156
4591,60,59,13,2,21430,0,174430,35329,7299,Professional Degree,Postgraduate,Employed,Unemployed,Low,Good,Good,No,Wife,Court Marriage,Contested,20711,130
4592,26,29,8,0,11249,16980,265610,68672,5547,Postgraduate,Graduate,Employed,Employed,Low,Moderate,Good,No,N/A,Arranged,Contested,1375,97
4593,46,51,22,2,54487,0,1198853,269815,21476,Postgraduate,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Contested,35955,268
4594,56,60,17,2,41575,0,1318971,242331,16765,Below 10th,12th Pass,Self-Employed,Homemaker,Middle,Poor,Good,Yes,Shared,Love,Contested,36124,262
4595,40,44,7,2,378502,0,11727336,1233198,141091,12th Pass,Postgraduate,Employed,Homemaker,High,Good,Good,Yes,Shared,Love,Contested,121905,155
4596,42,47,17,1,33924,36367,2139817,548736,12706,Below 10th,10th Pass,Employed,Employed,Middle,Moderate,Moderate,No,Shared,Love,Contested,8637,195
4597,29,28,7,1,161506,0,6062729,1029647,87740,12th Pass,10th Pass,Business,Homemaker,Upper-Middle,Moderate,Good,Yes,Husband,Arranged,Mutual Consent,59247,160
4598,60,60,24,1,17702,0,154197,41151,9197,Postgraduate,10th Pass,Employed,Unemployed,Low,Good,Good,No,Wife,Love,Contested,21637,229
4599,54,51,2,2,153878,0,6022108,459207,71978,Graduate,Professional Degree,Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Wife,Arranged,Contested,65120,128
4600,43,47,3,1,60509,15258,1419120,278557,21010,Graduate,Graduate,Employed,Employed,Middle,Good,Good,No,Wife,Arranged,Contested,19620,52
4601,47,50,29,2,51265,0,1060538,297541,20716,Graduate,Graduate,Employed,Homemaker,Middle,Good,Moderate,Yes,Shared,Arranged,Contested,45387,320
4602,58,60,28,2,22232,19690,237342,26635,10156,Graduate,12th Pass,Employed,Employed,Low,Good,Moderate,No,Shared,Arranged,Contested,23004,246
4603,37,34,3,4,19092,0,461040,131571,7032,Graduate,Graduate,Business,Homemaker,Low,Good,Poor,Yes,Shared,Love,Contested,28926,99
4604,53,55,33,0,182541,118586,5301954,624244,74356,Graduate,12th Pass,Employed,Employed,Upper-Middle,Good,Moderate,No,N/A,Love,Mutual Consent,16366,268
4605,60,60,21,0,21207,0,407044,53447,6228,Below 10th,Professional Degree,Employed,Homemaker,Low,Moderate,Good,Yes,N/A,Love,Contested,22306,254
4606,46,47,21,2,17714,0,293453,70996,4925,Postgraduate,12th Pass,Self-Employed,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Contested,23367,256
4607,60,60,10,2,28117,10529,57581,4504,8440,12th Pass,Postgraduate,Employed,Employed,Low,Good,Good,No,Husband,Love,Contested,14714,115
4608,33,36,5,0,10490,16323,338893,71764,5000,Graduate,Graduate,Employed,Employed,Low,Good,Poor,No,N/A,Arranged,Mutual Consent,1000,44
4609,43,42,14,3,71463,34327,1378496,123398,21938,Graduate,12th Pass,Employed,Business,Middle,Poor,Poor,No,Shared,Arranged,Contested,21201,204
4610,30,32,9,2,34141,0,647466,115333,18006,10th Pass,Postgraduate,Employed,Homemaker,Middle,Good,Good,Yes,Shared,Arranged,Contested,28818,162
4611,39,42,6,1,20226,0,443664,103279,7292,12th Pass,Graduate,Employed,Unemployed,Low,Good,Good,No,Shared,Arranged,Contested,12492,78
4612,44,41,6,1,59839,0,1672188,13112,17994,Graduate,12th Pass,Self-Employed,Homemaker,Middle,Poor,Good,Yes,Shared,Love,Contested,36065,178
4613,33,31,3,3,162680,0,9444539,250687,80945,12th Pass,12th Pass,Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Wife,Love,Contested,71761,151
4614,56,56,35,1,368155,0,7135740,2000235,142473,12th Pass,12th Pass,Self-Employed,Homemaker,High,Moderate,Good,Yes,Shared,Love,Contested,141074,360
4615,28,32,2,0,48831,0,2108083,515950,17898,12th Pass,12th Pass,Business,Homemaker,Middle,Moderate,Good,Yes,N/A,Court Marriage,Mutual Consent,23451,100
4616,42,44,21,1,67572,0,2210932,581702,23571,12th Pass,12th Pass,Business,Unemployed,Middle,Good,Moderate,No,Shared,Arranged,Mutual Consent,27441,197
4617,29,26,3,2,26581,16148,112480,14811,9280,10th Pass,10th Pass,Business,Employed,Low,Good,Poor,No,Shared,Arranged,Contested,10368,68
4618,44,45,5,3,49653,0,2793731,600388,22295,10th Pass,Professional Degree,Employed,Homemaker,Middle,Poor,Good,Yes,Wife,Arranged,Contested,37464,161
4619,47,50,25,1,167468,114135,9761455,2923385,69029,Postgraduate,Graduate,Unemployed,Employed,Upper-Middle,Moderate,Good,No,Wife,Love,Contested,20025,261
4620,35,37,11,0,72145,0,1049276,136153,28157,Postgraduate,10th Pass,Employed,Homemaker,Middle,Moderate,Good,Yes,N/A,Love,Contested,29413,169
4621,61,60,10,1,57855,25445,427058,108487,22222,Graduate,Postgraduate,Employed,Employed,Middle,Good,Good,No,Wife,Arranged,Mutual Consent,17114,101
4622,46,50,17,2,69830,40612,1415289,33662,20432,12th Pass,12th Pass,Employed,Business,Middle,Good,Good,No,Wife,Love,Contested,18157,158
4623,28,28,4,1,303533,139068,26729092,4361086,151269,Graduate,Graduate,Business,Self-Employed,High,Good,Good,Yes,Husband,Arranged,Mutual Consent,56814,73
4624,53,54,26,3,154644,0,2104971,210438,81660,10th Pass,Postgraduate,Unemployed,Unemployed,Upper-Middle,Moderate,Poor,No,Wife,Arranged,Mutual Consent,70438,262
4625,58,60,31,0,176319,62930,9539727,1497041,86513,10th Pass,Graduate,Self-Employed,Employed,Upper-Middle,Moderate,Good,Yes,N/A,Arranged,Mutual Consent,39800,285
4626,37,41,18,0,10595,0,450153,15405,4083,10th Pass,10th Pass,Employed,Homemaker,Low,Moderate,Good,Yes,N/A,Arranged,Mutual Consent,16117,219
4627,33,34,12,0,18330,8719,227766,25123,9928,Graduate,Graduate,Employed,Employed,Low,Moderate,Good,Yes,N/A,Arranged,Mutual Consent,9617,144
4628,55,60,18,3,95523,85983,1488374,34171,41609,Postgraduate,Graduate,Employed,Employed,Upper-Middle,Good,Good,No,Wife,Love,Contested,21059,183
4629,31,31,1,2,10241,17926,414721,56372,4938,Graduate,10th Pass,Employed,Employed,Low,Poor,Good,No,Husband,Arranged,Contested,8275,95
4630,28,28,8,4,53620,16698,513678,68082,25328,12th Pass,10th Pass,Employed,Self-Employed,Middle,Moderate,Good,Yes,Shared,Arranged,Mutual Consent,24725,111
4631,43,47,2,1,75577,28975,806992,79822,34942,12th Pass,10th Pass,Business,Employed,Middle,Good,Moderate,No,Shared,Arranged,Mutual Consent,13352,41
4632,54,51,15,1,64926,17352,2554521,726744,28735,Postgraduate,Professional Degree,Employed,Employed,Middle,Good,Moderate,No,Wife,Arranged,Contested,24073,154
4633,55,59,34,2,54195,30785,373665,9296,16989,Graduate,Postgraduate,Self-Employed,Employed,Middle,Moderate,Moderate,No,Wife,Arranged,Contested,25185,329
4634,59,60,36,2,125821,55887,3226749,798502,42569,Graduate,Postgraduate,Employed,Employed,Upper-Middle,Poor,Good,No,Shared,Arranged,Contested,37243,360
4635,45,42,1,2,20316,19447,63503,6761,10483,Graduate,12th Pass,Business,Employed,Low,Moderate,Moderate,Yes,Shared,Love,Contested,12394,84
4636,55,55,21,1,101402,0,9117554,545176,30824,Graduate,Graduate,Self-Employed,Unemployed,Upper-Middle,Poor,Poor,Yes,Husband,Love,Mutual Consent,51105,260
4637,43,41,10,0,174860,97479,7515012,614485,51686,Below 10th,Graduate,Employed,Self-Employed,Upper-Middle,Good,Good,No,N/A,Arranged,Contested,18036,84
4638,55,55,1,0,241138,200744,46494147,12579835,80841,Professional Degree,Postgraduate,Self-Employed,Employed,High,Good,Moderate,Yes,N/A,Arranged,Contested,7273,31
4639,56,60,32,2,50428,23802,885888,219230,18090,Postgraduate,12th Pass,Employed,Self-Employed,Middle,Moderate,Good,No,Wife,Arranged,Contested,34411,294
4640,26,27,4,2,31210,0,2519460,11910,12981,Professional Degree,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,Shared,Arranged,Contested,26858,129
4641,34,31,6,3,420833,98864,19788479,874627,181657,Postgraduate,Graduate,Employed,Self-Employed,High,Good,Poor,No,Wife,Court Marriage,Contested,79810,90
4642,26,29,7,1,65938,0,2760218,558966,32125,Graduate,12th Pass,Business,Homemaker,Middle,Good,Good,Yes,Husband,Arranged,Mutual Consent,30369,118
4643,26,23,4,3,53857,0,310595,29576,14650,Graduate,Below 10th,Business,Unemployed,Middle,Poor,Good,Yes,Wife,Arranged,Contested,34422,153
4644,48,53,7,1,48132,21530,989114,272740,15039,10th Pass,Graduate,Self-Employed,Self-Employed,Middle,Moderate,Good,No,Husband,Arranged,Contested,16823,96
4645,41,40,7,0,14406,13963,155269,36635,5784,Postgraduate,Graduate,Self-Employed,Employed,Low,Good,Moderate,No,N/A,Arranged,Contested,2429,85
4646,56,55,22,4,79909,45915,2471575,648817,25989,Graduate,Below 10th,Self-Employed,Business,Middle,Moderate,Good,Yes,Husband,Arranged,Mutual Consent,23328,225
4647,40,42,18,2,30918,35566,1101785,63750,15831,12th Pass,Graduate,Business,Employed,Middle,Good,Good,No,Wife,Love,Contested,14691,177
4648,40,42,13,2,55695,15890,2610010,118002,24619,Professional Degree,Graduate,Employed,Self-Employed,Middle,Poor,Good,No,Wife,Arranged,Contested,25930,200
4649,55,57,10,2,13411,0,243910,68192,5325,Postgraduate,10th Pass,Employed,Homemaker,Low,Good,Good,Yes,Wife,Arranged,Contested,21720,159
4650,48,45,24,1,174649,0,4185127,507481,43685,Postgraduate,10th Pass,Employed,Homemaker,Upper-Middle,Good,Good,Yes,Wife,Arranged,Contested,69883,276
4651,25,26,3,2,51313,42548,1748404,218052,26046,12th Pass,Professional Degree,Employed,Self-Employed,Middle,Good,Good,No,Wife,Love,Contested,12553,60
4652,35,37,10,3,74390,45891,2164407,444506,28882,Graduate,10th Pass,Business,Employed,Middle,Good,Moderate,No,Wife,Love,Contested,27148,108
4653,45,49,14,1,499383,0,8168352,973956,204458,Professional Degree,12th Pass,Employed,Homemaker,High,Good,Moderate,Yes,Wife,Arranged,Mutual Consent,142366,189
4654,28,25,6,2,20475,9776,229406,60232,9407,12th Pass,12th Pass,Employed,Self-Employed,Low,Poor,Good,Yes,Husband,Love,Mutual Consent,15440,134
4655,31,32,11,2,87512,43524,9643820,2774743,46489,Graduate,Graduate,Business,Business,Upper-Middle,Poor,Good,No,Wife,Love,Contested,29338,163
4656,50,49,20,1,32649,0,2131378,212617,9711,Graduate,Graduate,Self-Employed,Homemaker,Middle,Good,Moderate,Yes,Shared,Love,Contested,29204,252
4657,36,34,6,1,177156,98242,2190958,136753,48072,Below 10th,Postgraduate,Self-Employed,Employed,Upper-Middle,Good,Good,Yes,Wife,Arranged,Contested,26309,104
4658,55,59,11,0,72580,0,2576005,58196,20799,12th Pass,12th Pass,Employed,Unemployed,Middle,Good,Moderate,Yes,N/A,Court Marriage,Mutual Consent,26285,116
4659,41,44,6,2,23894,12695,75210,4836,11283,12th Pass,Postgraduate,Self-Employed,Employed,Low,Good,Good,No,Husband,Love,Mutual Consent,9485,78
4660,57,60,21,3,37639,0,2356819,98594,10869,Below 10th,12th Pass,Employed,Homemaker,Middle,Good,Moderate,Yes,Wife,Love,Mutual Consent,40345,244
4661,35,36,1,2,32595,0,723957,6324,13047,12th Pass,12th Pass,Self-Employed,Homemaker,Middle,Moderate,Moderate,Yes,Shared,Arranged,Contested,24924,116
4662,52,57,19,0,22525,11701,360361,5044,10405,Graduate,Postgraduate,Employed,Employed,Low,Poor,Good,No,N/A,Love,Contested,14416,213
4663,56,57,24,2,176381,93526,8481068,1295984,81810,Below 10th,Graduate,Employed,Employed,Upper-Middle,Poor,Good,Yes,Shared,Love,Contested,38726,283
4664,25,23,2,3,75132,37507,1564224,332144,27942,Graduate,12th Pass,Employed,Employed,Middle,Good,Good,No,Wife,Love,Mutual Consent,21457,42
4665,52,51,19,1,92764,0,6254117,1844823,42632,Postgraduate,Postgraduate,Self-Employed,Homemaker,Upper-Middle,Poor,Good,Yes,Wife,Arranged,Contested,49959,279
4666,31,31,5,3,62241,0,1282537,59899,33299,10th Pass,Professional Degree,Business,Homemaker,Middle,Moderate,Good,Yes,Husband,Arranged,Contested,36510,140
4667,26,27,8,3,39641,16734,2158833,452208,10242,Professional Degree,Graduate,Employed,Employed,Middle,Good,Good,No,Wife,Arranged,Contested,22381,103
4668,48,47,24,0,372656,0,47913355,7963155,168222,Graduate,Below 10th,Employed,Homemaker,High,Good,Moderate,Yes,N/A,Arranged,Mutual Consent,119196,261
4669,28,31,2,1,226176,0,49629346,7118715,92005,Graduate,Below 10th,Business,Homemaker,High,Poor,Good,Yes,Shared,Arranged,Contested,81622,150
4670,43,44,22,2,11637,0,212981,46121,3651,Graduate,Graduate,Employed,Homemaker,Low,Poor,Moderate,Yes,Shared,Arranged,Contested,27698,328
4671,50,51,4,2,174386,69323,1380332,98827,59694,Graduate,Postgraduate,Employed,Employed,Upper-Middle,Poor,Good,No,Wife,Arranged,Contested,45083,107
4672,35,37,10,3,48735,0,2128208,198748,24423,Graduate,Postgraduate,Employed,Homemaker,Middle,Poor,Good,Yes,Shared,Arranged,Mutual Consent,32831,210
4673,35,38,2,2,29684,18296,202072,23315,12647,12th Pass,Postgraduate,Employed,Self-Employed,Low,Moderate,Good,Yes,Shared,Arranged,Mutual Consent,10534,85
4674,27,31,8,1,49156,0,979867,53617,12503,Professional Degree,Postgraduate,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,27463,144
4675,36,41,1,1,305799,205543,28898365,4149413,165011,Postgraduate,Postgraduate,Employed,Employed,High,Moderate,Good,No,Shared,Arranged,Mutual Consent,8593,54
4676,27,27,6,2,296202,166292,5246685,207558,133248,Graduate,Postgraduate,Business,Self-Employed,High,Good,Poor,No,Wife,Arranged,Mutual Consent,32781,83
4677,51,52,28,1,20168,0,127074,12128,7720,Postgraduate,Postgraduate,Employed,Unemployed,Low,Poor,Good,No,Husband,Arranged,Contested,24137,308
4678,26,27,2,2,140833,0,3602638,122304,65304,Postgraduate,12th Pass,Employed,Homemaker,Upper-Middle,Moderate,Moderate,Yes,Wife,Arranged,Contested,51379,112
